Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Approach Motivation,Desire for Success,Driven,Drive,Drive,"[ 0.00716277 -0.0179036  -0.02316469 ...  0.00149583 -0.01432553
  0.00431687]",2
Approach Motivation,Desire for Success,Passionate,Passion,Passion,"[ 0.02311357 -0.03482534 -0.02657723 ...  0.010391   -0.0095015
  0.0064253 ]",2
Approach Motivation,Desire for Success,Focused,Focus,Focus,"[ 0.01776663 -0.03141943 -0.02126339 ... -0.00384065 -0.00830481
  0.00599077]",2
Approach Motivation,Desire for Success,High-achieving,Achieve,Achievement,"[ 0.02328232 -0.04088865 -0.02768054 ... -0.00841983 -0.01156046
  0.00396781]",2
Approach Motivation,Optimism,Upbeat,Uplift,Optimism,"[ 0.00918725 -0.04055648 -0.02519973 ...  0.00801681 -0.01134481
  0.01793736]",0
Approach Motivation,Optimism,Cheerful,Cheer,Cheerfulness,"[ 0.0320795  -0.05522062 -0.03427297 ...  0.00134093 -0.00913718
  0.02706194]",0
Approach Motivation,Optimism,Energetic,Energize,Energy,"[ 0.01392848 -0.02028864 -0.0599355  ... -0.00421118 -0.00888756
  0.01595595]",0
Approach Motivation,Optimism,Optimistic,Hope,Hopefulness,"[ 0.01143751 -0.05481662 -0.01200765 ... -0.00049235 -0.02565618
  0.0192178 ]",0
Approach Motivation,Challenge-seeking,Daring,Dare,Daring,"[ 0.02737609 -0.02802824 -0.01750879 ... -0.02344902 -0.01742373
  0.0088749 ]",2
Approach Motivation,Challenge-seeking,Inquisitive,Inquire,Inquiry,"[ 0.01001012 -0.03703262 -0.0320931  ... -0.02465622 -0.04001289
  0.01248678]",2
Approach Motivation,Challenge-seeking,Bold,Confront,Boldness,"[ 1.96275432e-02 -5.12952656e-02  8.89098458e-03 ... -1.89537629e-02
 -4.27704677e-02  3.13260280e-05]",2
Approach Motivation,Challenge-seeking,Venturesome,Venture,Venture,"[ 0.00150088 -0.02766933 -0.00103851 ... -0.01103861  0.00529358
 -0.00036703]",2
Approach Motivation,Reward Sensitivity,Sensory,Sense,Sensitivity,"[ 0.01454603 -0.02657238 -0.05146498 ... -0.01833277 -0.01422021
  0.00315502]",0
Approach Motivation,Reward Sensitivity,Attentive,Attend,Attention,"[ 0.00980587 -0.01595647 -0.0467229  ... -0.02118986  0.00563804
 -0.00354401]",0
Approach Motivation,Reward Sensitivity,Vigilant,Vigil,Vigilance,"[ 0.01347363  0.0005256  -0.03721144 ... -0.00715692 -0.00999925
 -0.00116097]",0
Approach Motivation,Reward Sensitivity,Aroused,Arouse,Arousal,"[ 0.00575624 -0.04678914 -0.07654912 ... -0.00163156 -0.01382593
 -0.00169231]",0
Approach Motivation,Persistence,Steadfast,Persist,Persistence,"[ 0.01897806 -0.01481809  0.01534884 ... -0.03634951 -0.02329581
  0.02217693]",2
Approach Motivation,Persistence,Unyielding,Endure,Endurance,"[ 0.0294899  -0.00111516  0.01505693 ... -0.01849618 -0.02420103
  0.01978869]",2
Approach Motivation,Persistence,Indomitable,Overcome,Resilience,"[ 0.02693393  0.01127779  0.00120228 ... -0.01113655 -0.01874217
  0.02194825]",2
Approach Motivation,Persistence,Committed,Commit,Commitment,"[ 0.01641214 -0.00949231  0.01573668 ... -0.02290801 -0.02734878
  0.0054288 ]",2
Avoidance Motivation,Fear of Failure,Nervous,Fear,Fear,"[-0.00540147 -0.01351956  0.01401464 ... -0.00561411  0.00542686
  0.01574108]",3
Avoidance Motivation,Fear of Failure,Apprehensive,Worry,Apprehension,"[ 0.00899115  0.004282    0.00453059 ... -0.01466313 -0.00297604
  0.01463512]",3
Avoidance Motivation,Fear of Failure,Uneasy,Tremble,Unease,"[ 0.01147588  0.00655605 -0.00753035 ... -0.01906945 -0.015559
  0.00061637]",3
Avoidance Motivation,Fear of Failure,Tense,Tense up,Tension,"[ 6.37520058e-03  1.79764740e-02 -2.24705925e-03 ...  7.17613075e-05
 -1.40777780e-02 -2.82920874e-03]",3
Avoidance Motivation,Pessimism,Skeptical,Doubt,Skepticism,"[ 0.02301858  0.01251863 -0.01699057 ... -0.00913313 -0.02308867
  0.00374998]",1
Avoidance Motivation,Pessimism,Disheartened,Despair,Despair,"[ 0.01284069 -0.01773098  0.01158883 ... -0.00173228 -0.01776027
 -0.00201139]",1
Avoidance Motivation,Pessimism,Despondent,Dismay,Despondency,"[ 0.02104625 -0.01021978  0.00539879 ...  0.00845028 -0.0115126
  0.01772392]",1
Avoidance Motivation,Pessimism,Discouraged,Discourage,Discouragement,"[ 0.05078775 -0.01264598  0.00023866 ... -0.01047643 -0.02922334
  0.01102974]",1
Avoidance Motivation,Risk Avoidance,Prudent,Avoid,Caution,"[ 0.05741649  0.01251944  0.02580584 ... -0.02088829 -0.01733924
  0.0055266 ]",3
Avoidance Motivation,Risk Avoidance,Wary,Hesitate,Wariness,"[ 0.02030669  0.00936275  0.01118552 ... -0.00861607 -0.02626547
  0.00416895]",3
Avoidance Motivation,Risk Avoidance,Reserved,Secure,Reservation,"[ 0.03231535  0.00791037  0.03409193 ... -0.02602075 -0.02669463
 -0.02735319]",3
Avoidance Motivation,Risk Avoidance,Conservative,Conserve,Conservatism,"[ 0.05671443  0.02911678  0.01611973 ... -0.02506575 -0.00464884
 -0.01251881]",3
Avoidance Motivation,Loss Aversion,Defensive,Defend,Defense,"[ 0.01376423  0.00811188  0.00067838 ...  0.02120394 -0.01107554
  0.00044517]",3
Avoidance Motivation,Loss Aversion,Guarded,Guard,Guardedness,"[ 0.01730469  0.01226557  0.00296001 ...  0.00675614 -0.00022711
 -0.01463209]",3
Avoidance Motivation,Loss Aversion,Cautious,Prevent,Caution,"[ 0.0472437  -0.00233657  0.00456922 ... -0.00377304 -0.01539652
 -0.01202621]",3
Avoidance Motivation,Loss Aversion,Fearful,Fear,Fear,"[ 0.00788794 -0.00169608 -0.01878957 ...  0.01661066 -0.00140338
  0.00868734]",3
Avoidance Motivation,Procrastination,Hesitant,Delay,Delay,"[ 0.01084348 -0.00582267  0.02349665 ... -0.01476449 -0.0401959
 -0.00185935]",4
Avoidance Motivation,Procrastination,Neglectful,Neglect,Neglect,"[ 0.02602586  0.01599108  0.00974869 ... -0.02743424 -0.03978699
  0.02567376]",4
Avoidance Motivation,Procrastination,Postponing,Postpone,Postponement,"[-0.01957931 -0.00093461  0.03680278 ... -0.0194213  -0.03260824
  0.0125908 ]",4
Avoidance Motivation,Procrastination,Sluggish,Stall,Stalling,"[ 0.01740833  0.01777966  0.01688845 ... -0.01364296 -0.04987812
  0.01094704]",4
