,AAM (Approach-Avoidance),BDI (Beck Depression),BT (Bartle Types),CEST (Cognitive-Experiential),CMOA (Circumplex of Affect),CS (Clifton Strengths),DISC,DT4 (Dark Tetrad),DTM (Dark Triad),EM (Enneagram),EPM (Eysenck PEN),FFNI (Five-Factor Narcissism),FFNI-SF (Short Form),FSLS (Felder-Silverman Learning),FTM (Four Temperaments),GAD-7 (Anxiety),HEXACO,HSNS (Hypersensitive Narcissism),IPN (Interpersonal),MBTI,MCMI (Millon Clinical),MCMI-N (Narcissism),MMPI,MST (Motivational Systems),NARQ (Narcissistic Admiration/Rivalry),NPI (Narcissistic Personality),OCEAN (Big Five),PAPC,PCT (Personal Construct),PNI (Pathological Narcissism),RFT (Regulatory Focus),RIASEC (Holland Vocational),RIT (Rorschach Inkblot),SCID (DSM Structured Interview),SCM (Social-Cognitive),SDT (Self-Determination),16PF (Cattell),STBV (Schwartz Values),TAT (Thematic Apperception),TCI (Temperament & Character),TEI (Emotional Intelligence),TKI (Thomas-Kilmann Conflict),TMP (Triarchic Psychopathy),WAIS (Intelligence)
MCMI-N (Narcissism),0.6769703721644684,0.7480820303273951,0.8050323596036709,0.7118863147416705,0.6546544368320206,0.7579374488175192,0.7612717406466072,0.8865710712417915,0.8879945996076135,0.8094546477636235,0.7905556375980786,0.9395348683524835,0.8782963197616378,0.7190175583224298,0.7855932041891472,0.6184400623342685,0.7711570097456356,0.8148986345463646,0.9161861571230476,0.779473301348297,0.7150457319212608,0.9999999999999991,0.8100156455312049,0.6364701148495177,0.9253228038986993,0.9644741014478351,0.8066306466727866,0.5284553042121037,0.7163093635080483,0.9066701972715414,0.6595581768745895,0.7694567048373406,0.562972353463228,0.4340408132477701,0.7838822137030418,0.6633481607898162,0.8360063226395584,0.6997822842419966,0.4870724559457297,0.8063599820310147,0.5085466832149308,0.5076018120940365,0.8525411868139872,0.4824108686663198
MMPI,0.7805182795408248,0.9201780370880907,0.8381344093912597,0.7986016946412573,0.8210131294813947,0.7911829584205101,0.7896333482134608,0.8465011269913939,0.8491071082559654,0.846544040359218,0.93260399641704,0.9052581109518778,0.8411754694475257,0.7884160547187787,0.8818275714666873,0.8706627476978354,0.8715662013561897,0.9085730600470462,0.8734315638936924,0.8557854120348543,0.8742099580098087,0.8100156455312049,1.0000000000000004,0.7653118788682121,0.8298592025412876,0.8333149958060243,0.8838739329939835,0.6085635197000798,0.7731577718298758,0.9206379427278006,0.7363484049743974,0.8377857802832259,0.6495949755006607,0.6405626204043584,0.9213336767996965,0.6634344541734691,0.91624358895229,0.704569050774293,0.4725676365642695,0.8981755824962356,0.5399993936793409,0.556982456705091,0.893335954027338,0.545324039564651
MST (Motivational Systems),0.8011165892948715,0.6993733592732078,0.7291347316845325,0.7072319722593283,0.6940593636147391,0.7493050926927702,0.754355452803467,0.6811386849714643,0.6583423966629364,0.805145444323327,0.733543943210916,0.736845294751832,0.788964893775025,0.6788825464928707,0.7262998364849198,0.7317916810587664,0.6971012847188531,0.7462045869865678,0.6773298391649959,0.707959447991629,0.759343432146238,0.6364701148495177,0.7653118788682121,1.000000000000001,0.656993888170664,0.6779081333197021,0.7155808132584836,0.6520881261351714,0.7975293527703281,0.7374821184415369,0.7977375858547138,0.7134527015808441,0.5412857584506442,0.6380388295874911,0.7564852139682198,0.7711012687706863,0.7344560341590061,0.7680018623442724,0.5026909137910224,0.7489726455560424,0.7250638170462481,0.5881255877534347,0.7207556452851945,0.5660704677001849
NARQ (Narcissistic Admiration/Rivalry),0.6916675708228041,0.7658518186281871,0.8560456257026529,0.7004504210011273,0.7100207751340815,0.7838690565961242,0.7803952049730982,0.8876594498210448,0.8497659897630402,0.8191589638335531,0.8285178161462523,0.9215063093157936,0.861301256920378,0.7344643837764253,0.8064286965944675,0.6475379510687397,0.8069662668527354,0.8209297219832353,0.9073673932753817,0.8007001349125058,0.727089927357739,0.9253228038986993,0.8298592025412876,0.656993888170664,1.0000000000000007,0.9161211785672312,0.8384469377685408,0.5448888531894668,0.7462956878519497,0.9205070536613416,0.680076115013818,0.7955152861791747,0.5905939320863878,0.45207013432695675,0.8302340452896235,0.6861209289675014,0.8571693840308822,0.7309972098425853,0.5281703962174357,0.8363309197186758,0.495336750754066,0.525826811134254,0.8608464840603228,0.49523925580541367
NPI (Narcissistic Personality),0.6974697990099329,0.7607853553154559,0.8335217445333654,0.7387289939659987,0.6739395660479195,0.7811926470770686,0.8001764618781791,0.888546372972586,0.8830997209502425,0.8245249035514877,0.8184880049756927,0.9591405441647912,0.8837196549720535,0.7521838989639443,0.825075366706482,0.6462812531462968,0.7825002660003227,0.8329803612948266,0.9113470441586007,0.8099134331210225,0.7378859857458818,0.9644741014478351,0.8333149958060243,0.6779081333197021,0.9161211785672312,1.0000000000000004,0.8250670254965045,0.5424776400189405,0.7473057039751482,0.9158281424425547,0.6736720244618336,0.7993430533413207,0.5585297603701564,0.45804610047821526,0.8170859165710762,0.691039276578016,0.8566929618798822,0.7148898182908365,0.5139122034013512,0.8345520195830216,0.5418972754901822,0.5743236193971782,0.856309602032381,0.48627998902041725
OCEAN (Big Five),0.7550414838472123,0.7960841403553345,0.9149230541832022,0.844369717904291,0.8069038038342944,0.8788005546151882,0.8676997940088151,0.7978723950903988,0.7955471430251635,0.848577814364457,0.9247401158072582,0.8646237914146303,0.7769768226539923,0.8693076255333354,0.9393522529655526,0.755687039446651,0.9542771956738558,0.8117744296930159,0.8352287199518678,0.9456924597358646,0.722117048852525,0.8066306466727866,0.8838739329939835,0.7155808132584836,0.8384469377685408,0.8250670254965045,0.9999999999999997,0.6081309456533747,0.8535760663778305,0.8735789677491276,0.7896366127125584,0.9398764298002945,0.664512432556725,0.49288473306834896,0.9205102499193653,0.7289763258872035,0.9625687850537342,0.7617822410859938,0.45860203183086024,0.9543251698210105,0.5661483999285177,0.5255506909658694,0.8582377013289253,0.5769316351152997
PAPC,0.5520200466348758,0.554821761229053,0.5859202364274001,0.5952059800565633,0.6229295167137203,0.6741209779550971,0.6617190911474111,0.5014047474756866,0.493890897796496,0.6445784901921281,0.6222434706969007,0.5798839353610451,0.5726057612236325,0.640008188697478,0.6502913035310944,0.5372242905480034,0.6142731207324903,0.5655080230914395,0.5275063266807302,0.6216376695347812,0.6294163589013376,0.5284553042121037,0.6085635197000798,0.6520881261351714,0.5448888531894668,0.5424776400189405,0.6081309456533747,0.9999999999999998,0.7617170513195346,0.5884198496148324,0.6329169309491811,0.6640433325925992,0.6407790460734054,0.5980905043949395,0.6376830923202099,0.7171103626309723,0.6244384312064692,0.6994320813947946,0.39090502978419056,0.6167437698292281,0.5679104288490388,0.37180742709737563,0.5296700829768779,0.6148460399283393
PCT (Personal Construct),0.758111946447341,0.7034485404682942,0.8457201720355685,0.8194158563146854,0.7437103958174791,0.9202054951820674,0.8733317060900772,0.6907178642106537,0.6869821103960471,0.8427110231226437,0.8151953345995145,0.786548326593384,0.7359730483785168,0.8563502342566414,0.8673395550077901,0.6686903431079297,0.8278440777329915,0.7068781744524004,0.7208049019721339,0.8739664571198392,0.6796893419476384,0.7163093635080483,0.7731577718298758,0.7975293527703281,0.7462956878519497,0.7473057039751482,0.8535760663778305,0.7617170513195346,0.9999999999999989,0.7803812523576944,0.8512116808386786,0.8888080612778142,0.6894326780190311,0.5389176625139361,0.8441710750198621,0.8929168584280694,0.8616548783802177,0.8795973764549012,0.5270335741158986,0.8640350816742799,0.7240376518648135,0.5552566384233723,0.739087346097779,0.6704016213780495
PNI (Pathological Narcissism),0.7612545069028888,0.8758014513083567,0.8578929625048556,0.7838068970770599,0.7664428623815609,0.8078707164757053,0.7973519429451921,0.9239053899816736,0.908868023380384,0.8599650199408527,0.8886693979207244,0.9597648397554662,0.895129845842785,0.7902475895384423,0.8566933703124635,0.7488344079412177,0.8522904728468658,0.9155439913207806,0.9627479646575517,0.8522934713577162,0.8188757291241666,0.9066701972715414,0.9206379427278006,0.7374821184415369,0.9205070536613416,0.9158281424425547,0.8735789677491276,0.5884198496148324,0.7803812523576944,0.9999999999999987,0.723365539741026,0.8349969230830486,0.628031365474942,0.5284462045842893,0.8836411166438712,0.69845683968637,0.9116905679803492,0.7356260607126801,0.5133097867811581,0.8944950166473815,0.5467455812863361,0.5737214068294483,0.9080422843044385,0.5406184208143029
RFT (Regulatory Focus),0.8258348400669142,0.6607227536478949,0.7487983365197763,0.713645518071715,0.6987130189341095,0.8140071028607269,0.7445272343001796,0.6433553711957654,0.6406382208930979,0.847684862886173,0.7468736996641578,0.7268119164400649,0.7251335033600702,0.7348992957611863,0.7640145760803864,0.6880512407714792,0.7849543832223657,0.65880507876943,0.6646167966345308,0.7757648295431997,0.6272894405780677,0.6595581768745895,0.7363484049743974,0.7977375858547138,0.680076115013818,0.6736720244618336,0.7896366127125584,0.6329169309491811,0.8512116808386786,0.723365539741026,0.9999999999999991,0.7670056722060345,0.6128780063405385,0.4951599952300005,0.7616994961932905,0.8148504580582842,0.803659171736443,0.8714527480246983,0.5016115337775583,0.8016938752025674,0.5842004216678154,0.45434893998350717,0.7074428343360459,0.5888203161365649
RIASEC (Holland Vocational),0.7262932774313295,0.7359490085968776,0.9221372600454693,0.8875679067248229,0.7830346594324367,0.9187496517067469,0.9022397055589619,0.7608885844328821,0.7600055389981826,0.8329683060929669,0.8805285753438992,0.8281309394998471,0.7348608357469567,0.9381838532427342,0.9415833682051443,0.6731351856451577,0.9141994906778507,0.7405031392581436,0.7867828607403813,0.969461334093463,0.695197939966357,0.7694567048373406,0.8377857802832259,0.7134527015808441,0.7955152861791747,0.7993430533413207,0.9398764298002945,0.6640433325925992,0.8888080612778142,0.8349969230830486,0.7670056722060345,1.0000000000000004,0.7324703273255596,0.4948262608280653,0.9234438200884302,0.7821976314436891,0.9399462555223973,0.7913677709566779,0.467066731099473,0.9238352222646917,0.5783458864660256,0.5455087910783482,0.8134557664478556,0.6548460425807024
RIT (Rorschach Inkblot),0.5348318507433951,0.6062490340435247,0.6376163939295454,0.6586520834138623,0.6524340570812541,0.7286382007124739,0.6262963202524833,0.5386594635641471,0.5437035742912639,0.6762007336487124,0.6552595680362032,0.6149328985938043,0.5418215304789915,0.7446793010322563,0.6695438416683109,0.5474374302725298,0.6593041568200037,0.5596057524535031,0.5830097017026219,0.6995984075140329,0.5268553145279609,0.562972353463228,0.6495949755006607,0.5412857584506442,0.5905939320863878,0.5585297603701564,0.664512432556725,0.6407790460734054,0.6894326780190311,0.628031365474942,0.6128780063405385,0.7324703273255596,0.9999999999999996,0.43256609984574534,0.7031086908206715,0.6480951361162759,0.6902245850994149,0.6737847846133311,0.4278020988781979,0.6311404111048755,0.40488583958247654,0.36444569392338955,0.5705556015349751,0.7079784971702211
SCID (DSM Structured Interview),0.5031997392382193,0.5769284066219265,0.4555415875567461,0.4905328193687289,0.5152492790467543,0.4741018538793078,0.5022172426862077,0.4867056332212327,0.4730768467340416,0.5613876164918027,0.5457307842892327,0.5260111578666876,0.5617760639051723,0.48557431052409483,0.5015287564487394,0.6305641806278199,0.48436601065947277,0.5740298837478132,0.48448462092443334,0.47866684477825183,0.8108925344974435,0.4340408132477701,0.6405626204043584,0.6380388295874911,0.45207013432695675,0.45804610047821526,0.49288473306834896,0.5980905043949395,0.5389176625139361,0.5284462045842893,0.4951599952300005,0.4948262608280653,0.43256609984574534,0.9999999999999994,0.5315529504249168,0.4713003876707082,0.5069686918762843,0.47411603894628584,0.31836386950457674,0.5125909532708331,0.444033432804094,0.3379746290647431,0.5074562743038642,0.43979543264720383
SCM (Social-Cognitive),0.7634889614510894,0.8317310810457859,0.9093660048282379,0.8435566366454075,0.8641313037798056,0.8708863991280578,0.8597129531095324,0.8108949990727572,0.7978656152001514,0.8399629016704433,0.9430738043402225,0.8645330057137515,0.7774693973370025,0.8673704873467022,0.9396493164952668,0.7675834655026216,0.905794370610259,0.8285530047993747,0.8282550839573621,0.9295547578040523,0.7724879773340269,0.7838822137030418,0.9213336767996965,0.7564852139682198,0.8302340452896235,0.8170859165710762,0.9205102499193653,0.6376830923202099,0.8441710750198621,0.8836411166438712,0.7616994961932905,0.9234438200884302,0.7031086908206715,0.5315529504249168,0.9999999999999998,0.7254460149653251,0.9374749869127172,0.7593027362958965,0.4973365301924932,0.9213370564895769,0.5534587689216643,0.6134590185375363,0.8648253327118044,0.5930231654057398
SDT (Self-Determination),0.6900695087008601,0.6053136571551985,0.7474636005215788,0.7160760197172685,0.628506098975719,0.8571855865065447,0.7984455558899288,0.607586058106206,0.5965186164828724,0.8083049001807924,0.6920604796397353,0.7267687836020059,0.7149189280056257,0.7580143441259352,0.7459056555233604,0.5355009542152861,0.7158939882027807,0.6143567321156642,0.6357185921416779,0.7569131921883157,0.5937172234149148,0.6633481607898162,0.6634344541734691,0.7711012687706863,0.6861209289675014,0.691039276578016,0.7289763258872035,0.7171103626309723,0.8929168584280694,0.69845683968637,0.8148504580582842,0.7821976314436891,0.6480951361162759,0.4713003876707082,0.7254460149653251,0.9999999999999999,0.7554843075551507,0.9136862061579033,0.575073745406635,0.7445628594072586,0.6828456273684277,0.5103798257721228,0.6450961456424382,0.6678219113159864
16PF (Cattell),0.7811728190254803,0.8269418289359287,0.9178687807063238,0.8658974330647822,0.8146307942309773,0.8873596815581631,0.8653944671773932,0.8307649322844866,0.8349675582446807,0.8722287617475386,0.9442197835332604,0.9053266670862005,0.8084228147445045,0.8791325461261267,0.9485105671120009,0.7590053535258195,0.9496651128147066,0.8414792747280765,0.8665889766047158,0.9530488858815257,0.7480662490762808,0.8360063226395584,0.91624358895229,0.7344560341590061,0.8571693840308822,0.8566929618798822,0.9625687850537342,0.6244384312064692,0.8616548783802177,0.9116905679803492,0.803659171736443,0.9399462555223973,0.6902245850994149,0.5069686918762843,0.9374749869127172,0.7554843075551507,0.9999999999999991,0.790977950077675,0.4777382273658177,0.9640563808944694,0.5598402120854319,0.5664773073549733,0.8914608362650271,0.5929244062106465
STBV (Schwartz Values),0.7335220248097762,0.6423147240053201,0.7619784139128442,0.7134782128542722,0.6684351803842834,0.8610985888162592,0.7761929709250499,0.6681983518790047,0.6499299831095223,0.8508606371296741,0.7323731277705233,0.7460050730802401,0.7608785504204671,0.7534178113867525,0.7626344123748889,0.5884746470048511,0.7589770625363464,0.6329668429971841,0.6803416741201227,0.7738524719526206,0.6162432572242422,0.6997822842419966,0.704569050774293,0.7680018623442724,0.7309972098425853,0.7148898182908365,0.7617822410859938,0.6994320813947946,0.8795973764549012,0.7356260607126801,0.8714527480246983,0.7913677709566779,0.6737847846133311,0.47411603894628584,0.7593027362958965,0.9136862061579033,0.790977950077675,0.9999999999999998,0.5824425333999907,0.776877949221074,0.6029313229684455,0.498014185558011,0.7069402349580026,0.6419796466186802
TAT (Thematic Apperception),0.45992189209249773,0.45291393870051116,0.5343244877707574,0.3901946341109221,0.4109801729882607,0.5370190018396205,0.506147165553577,0.48616042054039116,0.45879809835499413,0.5345847910173034,0.4737226576168975,0.5222267104367727,0.5220152776697355,0.4539677630896864,0.4798304935149371,0.41571197791803677,0.44034801289438835,0.450767460009035,0.49344044028394757,0.4668594604966475,0.4098811248233085,0.4870724559457297,0.4725676365642695,0.5026909137910224,0.5281703962174357,0.5139122034013512,0.45860203183086024,0.39090502978419056,0.5270335741158986,0.5133097867811581,0.5016115337775583,0.467066731099473,0.4278020988781979,0.31836386950457674,0.4973365301924932,0.575073745406635,0.4777382273658177,0.5824425333999907,0.999999999999999,0.485458056534152,0.4282699913531772,0.47082132122056763,0.4690726904077933,0.39155109561116
TCI (Temperament & Character),0.8082580720914082,0.819744463346401,0.9116149866598618,0.8229453565380416,0.8007653356549218,0.8688359580667953,0.873085415621581,0.8166826133780849,0.8100660176206609,0.858275389047315,0.9322200140099327,0.8838504074858472,0.7941508409359885,0.8377517820502917,0.9461075130625205,0.7456025181498787,0.9541339831045165,0.8289161842296673,0.8394657669191643,0.9331225011658142,0.7561985158982774,0.8063599820310147,0.8981755824962356,0.7489726455560424,0.8363309197186758,0.8345520195830216,0.9543251698210105,0.6167437698292281,0.8640350816742799,0.8944950166473815,0.8016938752025674,0.9238352222646917,0.6311404111048755,0.5125909532708331,0.9213370564895769,0.7445628594072586,0.9640563808944694,0.776877949221074,0.485458056534152,0.9999999999999991,0.5766794006355539,0.5672107455973857,0.8802758477068519,0.5454784927925269
TEI (Emotional Intelligence),0.5490793533506287,0.5034167907386792,0.5601942526514655,0.625374799627281,0.49633243911569913,0.6334889927264843,0.6490777726611819,0.47718691435292604,0.48675472378327406,0.6246497266575246,0.563049931650982,0.5804105012809642,0.5867643263153758,0.5849573840036907,0.5889481286368985,0.5106385394616789,0.5269647455379124,0.5550648464346503,0.5125253356977487,0.588807047456988,0.53525175001472,0.5085466832149308,0.5399993936793409,0.7250638170462481,0.495336750754066,0.5418972754901822,0.5661483999285177,0.5679104288490388,0.7240376518648135,0.5467455812863361,0.5842004216678154,0.5783458864660256,0.40488583958247654,0.444033432804094,0.5534587689216643,0.6828456273684277,0.5598402120854319,0.6029313229684455,0.4282699913531772,0.5766794006355539,1.0,0.48148954460647225,0.5085310473522686,0.5006056585107538
TKI (Thomas-Kilmann Conflict),0.5005703358568222,0.4956761772916219,0.6022792716171013,0.4909810308117218,0.5221284228242679,0.5543725089604675,0.6122655734999897,0.5306707870488544,0.5259825413746477,0.5178599195943449,0.5730824645301965,0.5804732899329248,0.5642791995964909,0.5127311278791562,0.5819941555500402,0.4375364371568817,0.5071502185937489,0.5523485541901106,0.5498505802453266,0.5599494090662814,0.5029317378264515,0.5076018120940365,0.556982456705091,0.5881255877534347,0.525826811134254,0.5743236193971782,0.5255506909658694,0.37180742709737563,0.5552566384233723,0.5737214068294483,0.45434893998350717,0.5455087910783482,0.36444569392338955,0.3379746290647431,0.6134590185375363,0.5103798257721228,0.5664773073549733,0.498014185558011,0.47082132122056763,0.5672107455973857,0.48148954460647225,1.0000000000000016,0.5450360469607874,0.3436711676914305
TMP (Triarchic Psychopathy),0.7347186558291208,0.8331429603407231,0.8480383651765536,0.7597527516980331,0.7351464403506621,0.7607196322365822,0.772955520192353,0.9383716925148926,0.940916657323678,0.8203588532268925,0.8899234693249245,0.8897138942570004,0.8599182224724478,0.7308598275683843,0.8410492964371444,0.7351745571742602,0.8556200634101568,0.8307621394221794,0.8897312478279562,0.8228901219954181,0.7650055557101901,0.8525411868139872,0.893335954027338,0.7207556452851945,0.8608464840603228,0.856309602032381,0.8582377013289253,0.5296700829768779,0.739087346097779,0.9080422843044385,0.7074428343360459,0.8134557664478556,0.5705556015349751,0.5074562743038642,0.8648253327118044,0.6450961456424382,0.8914608362650271,0.7069402349580026,0.4690726904077933,0.8802758477068519,0.5085310473522686,0.5450360469607874,1.0000000000000009,0.4765596383017296
WAIS (Intelligence),0.5385268705500846,0.5101067720146182,0.5868386463300306,0.6285152410673964,0.5160619846234955,0.7056591230022756,0.6200028830823907,0.4594693199956606,0.47532765709396696,0.6245987050609472,0.5216597217190766,0.5537551647328524,0.5007586031320285,0.7361683608877378,0.585081976518857,0.4724258655476549,0.5394233281796614,0.4625933672615509,0.5011045835286763,0.6314717043768714,0.4940101697682844,0.4824108686663198,0.545324039564651,0.5660704677001849,0.49523925580541367,0.48627998902041725,0.5769316351152997,0.6148460399283393,0.6704016213780495,0.5406184208143029,0.5888203161365649,0.6548460425807024,0.7079784971702211,0.43979543264720383,0.5930231654057398,0.6678219113159864,0.5929244062106465,0.6419796466186802,0.39155109561116,0.5454784927925269,0.5006056585107538,0.3436711676914305,0.4765596383017296,1.0000000000000007
